HT_link,AT_Link,Season,HT_Game_Penalty_Cards,AT_Game_Penalty_Cards
creteil-lusitanos,metz,2016,0,2
dijon-fco,lens,2016,0,3
evian-thonon-gaillard,chamois-niortais,2016,3,1
stade-lavallois,red-star,2016,1,4
havre-ac,clermont-foot,2016,1,3
sochaux,paris-sg,2016,2,2
tours-fc,auxerre,2016,3,2
valenciennes-afc,bourg-peronnas,2016,1,5
nimes-olympique,nancy,2016,1,2
ajaccio,tours-fc,2016,5,2
auxerre,nimes-olympique,2016,1,1
bourg-peronnas,sochaux,2016,2,2
clermont-foot,nancy,2016,1,1
dijon-fco,creteil-lusitanos,2016,1,3
chamois-niortais,stade-lavallois,2016,2,1
paris-sg,stade-brestois-29,2016,4,1
red-star,valenciennes-afc,2016,3,3
metz,evian-thonon-gaillard,2016,0,2
lens,havre-ac,2016,1,2
clermont-foot,paris-sg,2016,1,1
evian-thonon-gaillard,auxerre,2016,0,4
stade-lavallois,metz,2016,2,3
havre-ac,red-star,2016,3,2
nancy,chamois-niortais,2016,2,1
nimes-olympique,ajaccio,2016,2,3
sochaux,creteil-lusitanos,2016,4,1
tours-fc,bourg-peronnas,2016,2,2
valenciennes-afc,dijon-fco,2016,2,2
stade-brestois-29,lens,2016,1,2
ajaccio,stade-lavallois,2016,1,3
auxerre,clermont-foot,2016,4,2
bourg-peronnas,stade-brestois-29,2016,0,1
creteil-lusitanos,valenciennes-afc,2016,2,4
dijon-fco,havre-ac,2016,3,2
lens,tours-fc,2016,6,3
metz,nancy,2016,3,2
chamois-niortais,nimes-olympique,2016,3,5
red-star,sochaux,2016,2,3
paris-sg,evian-thonon-gaillard,2016,3,2
valenciennes-afc,lens,2016,3,2
stade-brestois-29,chamois-niortais,2016,4,2
clermont-foot,ajaccio,2016,0,3
evian-thonon-gaillard,red-star,2016,2,3
stade-lavallois,bourg-peronnas,2016,2,2
havre-ac,metz,2016,2,5
nancy,auxerre,2016,0,1
nimes-olympique,paris-sg,2016,2,5
sochaux,dijon-fco,2016,5,3
tours-fc,creteil-lusitanos,2016,1,3
ajaccio,auxerre,2016,1,1
bourg-peronnas,evian-thonon-gaillard,2016,1,3
creteil-lusitanos,havre-ac,2016,0,2
lens,sochaux,2016,2,2
metz,nimes-olympique,2016,3,1
chamois-niortais,clermont-foot,2016,2,4
red-star,stade-brestois-29,2016,1,2
valenciennes-afc,tours-fc,2016,2,3
dijon-fco,stade-lavallois,2016,2,2
paris-sg,nancy,2016,3,3
auxerre,paris-sg,2016,0,1
clermont-foot,bourg-peronnas,2016,2,5
evian-thonon-gaillard,lens,2016,1,1
stade-lavallois,creteil-lusitanos,2016,3,2
havre-ac,chamois-niortais,2016,3,3
nancy,ajaccio,2016,1,2
nimes-olympique,red-star,2016,1,1
sochaux,valenciennes-afc,2016,1,2
stade-brestois-29,metz,2016,0,3
tours-fc,dijon-fco,2016,2,2
bourg-peronnas,nimes-olympique,2016,2,4
creteil-lusitanos,stade-brestois-29,2016,2,4
metz,clermont-foot,2016,3,4
chamois-niortais,auxerre,2016,1,2
paris-sg,ajaccio,2016,4,2
red-star,nancy,2016,2,1
sochaux,tours-fc,2016,2,4
valenciennes-afc,havre-ac,2016,3,4
dijon-fco,evian-thonon-gaillard,2016,1,1
lens,stade-lavallois,2016,4,1
ajaccio,metz,2016,3,0
auxerre,red-star,2016,1,2
stade-brestois-29,valenciennes-afc,2016,1,3
evian-thonon-gaillard,creteil-lusitanos,2016,1,3
stade-lavallois,tours-fc,2016,1,3
havre-ac,sochaux,2016,1,1
nancy,bourg-peronnas,2016,2,2
paris-sg,chamois-niortais,2016,2,1
nimes-olympique,dijon-fco,2016,1,4
clermont-foot,lens,2016,1,4
creteil-lusitanos,nimes-olympique,2016,3,2
metz,paris-sg,2016,2,2
chamois-niortais,ajaccio,2016,3,3
red-star,clermont-foot,2016,1,1
sochaux,evian-thonon-gaillard,2016,5,2
tours-fc,havre-ac,2016,2,3
valenciennes-afc,stade-lavallois,2016,2,2
bourg-peronnas,auxerre,2016,1,1
dijon-fco,stade-brestois-29,2016,3,2
lens,nancy,2016,1,2
ajaccio,bourg-peronnas,2016,2,2
auxerre,lens,2016,4,2
stade-brestois-29,tours-fc,2016,2,1
clermont-foot,creteil-lusitanos,2016,0,0
evian-thonon-gaillard,valenciennes-afc,2016,1,2
stade-lavallois,havre-ac,2016,2,1
nimes-olympique,sochaux,2016,2,2
chamois-niortais,metz,2016,1,3
paris-sg,red-star,2016,3,0
nancy,dijon-fco,2016,1,1
creteil-lusitanos,nancy,2016,4,2
dijon-fco,clermont-foot,2016,0,2
tours-fc,evian-thonon-gaillard,2016,3,4
metz,auxerre,2016,3,2
havre-ac,stade-brestois-29,2016,1,3
bourg-peronnas,paris-sg,2016,0,3
lens,chamois-niortais,2016,3,3
red-star,ajaccio,2016,0,1
sochaux,stade-lavallois,2016,1,1
valenciennes-afc,nimes-olympique,2016,1,0
ajaccio,lens,2016,4,4
auxerre,creteil-lusitanos,2016,0,1
stade-brestois-29,sochaux,2016,1,3
clermont-foot,valenciennes-afc,2016,0,1
evian-thonon-gaillard,stade-lavallois,2016,3,2
metz,bourg-peronnas,2016,3,2
nimes-olympique,tours-fc,2016,2,2
chamois-niortais,red-star,2016,1,3
paris-sg,dijon-fco,2016,2,0
nancy,havre-ac,2016,2,2
lens,nimes-olympique,2016,2,2
bourg-peronnas,chamois-niortais,2016,4,3
creteil-lusitanos,paris-sg,2016,1,2
dijon-fco,auxerre,2016,0,1
stade-lavallois,stade-brestois-29,2016,0,0
havre-ac,evian-thonon-gaillard,2016,2,1
red-star,metz,2016,5,5
sochaux,nancy,2016,3,2
tours-fc,clermont-foot,2016,0,1
valenciennes-afc,ajaccio,2016,5,5
ajaccio,creteil-lusitanos,2016,3,2
auxerre,sochaux,2016,3,3
bourg-peronnas,red-star,2016,0,1
clermont-foot,stade-lavallois,2016,2,3
evian-thonon-gaillard,stade-brestois-29,2016,1,1
nimes-olympique,havre-ac,2016,3,2
chamois-niortais,tours-fc,2016,1,3
paris-sg,lens,2016,2,0
metz,dijon-fco,2016,3,4
nancy,valenciennes-afc,2016,1,3
evian-thonon-gaillard,nancy,2016,2,1
stade-brestois-29,clermont-foot,2016,2,2
creteil-lusitanos,chamois-niortais,2016,6,3
dijon-fco,red-star,2016,3,3
stade-lavallois,nimes-olympique,2016,2,4
havre-ac,auxerre,2016,1,3
sochaux,ajaccio,2016,2,3
valenciennes-afc,paris-sg,2016,1,0
lens,bourg-peronnas,2016,2,1
tours-fc,metz,2016,1,5
ajaccio,havre-ac,2016,2,1
auxerre,valenciennes-afc,2016,1,2
bourg-peronnas,creteil-lusitanos,2016,1,1
clermont-foot,evian-thonon-gaillard,2016,1,2
nancy,stade-lavallois,2016,1,2
nimes-olympique,stade-brestois-29,2016,2,3
chamois-niortais,dijon-fco,2016,2,4
paris-sg,tours-fc,2016,6,1
red-star,lens,2016,7,2
metz,sochaux,2016,3,2
creteil-lusitanos,lens,2016,4,2
dijon-fco,bourg-peronnas,2016,4,2
evian-thonon-gaillard,ajaccio,2016,6,4
stade-lavallois,auxerre,2016,1,1
havre-ac,paris-sg,2016,0,2
nimes-olympique,clermont-foot,2016,3,2
sochaux,chamois-niortais,2016,2,1
tours-fc,red-star,2016,0,2
stade-brestois-29,nancy,2016,1,3
valenciennes-afc,metz,2016,1,1
auxerre,tours-fc,2016,1,0
bourg-peronnas,valenciennes-afc,2016,2,3
metz,creteil-lusitanos,2016,1,0
nancy,nimes-olympique,2016,2,1
paris-sg,sochaux,2016,2,1
lens,dijon-fco,2016,2,4
chamois-niortais,evian-thonon-gaillard,2016,3,1
red-star,stade-lavallois,2016,1,3
ajaccio,stade-brestois-29,2016,3,3
clermont-foot,havre-ac,2016,2,4
stade-brestois-29,paris-sg,2016,2,3
creteil-lusitanos,dijon-fco,2016,3,0
evian-thonon-gaillard,metz,2016,2,6
stade-lavallois,chamois-niortais,2016,3,1
nancy,clermont-foot,2016,0,4
nimes-olympique,auxerre,2016,1,2
sochaux,bourg-peronnas,2016,3,3
tours-fc,ajaccio,2016,2,3
valenciennes-afc,red-star,2016,2,2
havre-ac,lens,2016,1,6
paris-sg,clermont-foot,2016,1,0
ajaccio,nimes-olympique,2016,2,2
auxerre,evian-thonon-gaillard,2016,2,1
bourg-peronnas,tours-fc,2016,0,0
creteil-lusitanos,sochaux,2016,1,3
dijon-fco,valenciennes-afc,2016,2,1
lens,stade-brestois-29,2016,0,1
metz,stade-lavallois,2016,0,1
chamois-niortais,nancy,2016,5,5
red-star,havre-ac,2016,0,1
stade-brestois-29,bourg-peronnas,2016,1,4
clermont-foot,auxerre,2016,0,1
evian-thonon-gaillard,paris-sg,2016,3,1
stade-lavallois,ajaccio,2016,1,3
nancy,metz,2016,2,2
nimes-olympique,chamois-niortais,2016,1,1
sochaux,red-star,2016,1,2
tours-fc,lens,2016,2,3
valenciennes-afc,creteil-lusitanos,2016,4,3
havre-ac,dijon-fco,2016,2,1
ajaccio,clermont-foot,2016,2,1
auxerre,nancy,2016,1,2
bourg-peronnas,stade-lavallois,2016,1,2
creteil-lusitanos,tours-fc,2016,1,3
dijon-fco,sochaux,2016,2,3
chamois-niortais,stade-brestois-29,2016,3,3
paris-sg,nimes-olympique,2016,1,3
red-star,evian-thonon-gaillard,2016,2,1
metz,havre-ac,2016,1,3
lens,valenciennes-afc,2016,0,7
auxerre,ajaccio,2016,2,4
stade-brestois-29,red-star,2016,3,3
clermont-foot,chamois-niortais,2016,2,3
evian-thonon-gaillard,bourg-peronnas,2016,0,1
stade-lavallois,dijon-fco,2016,4,1
nancy,paris-sg,2016,1,5
sochaux,lens,2016,0,1
tours-fc,valenciennes-afc,2016,2,2
havre-ac,creteil-lusitanos,2016,3,1
nimes-olympique,metz,2016,2,1
ajaccio,nancy,2016,2,1
bourg-peronnas,clermont-foot,2016,3,1
creteil-lusitanos,stade-lavallois,2016,3,3
dijon-fco,tours-fc,2016,1,3
metz,stade-brestois-29,2016,1,2
chamois-niortais,havre-ac,2016,1,3
paris-sg,auxerre,2016,1,4
valenciennes-afc,sochaux,2016,1,2
red-star,nimes-olympique,2016,1,3
lens,evian-thonon-gaillard,2016,0,3
ajaccio,paris-sg,2016,0,2
auxerre,chamois-niortais,2016,3,2
stade-brestois-29,creteil-lusitanos,2016,0,1
evian-thonon-gaillard,dijon-fco,2016,1,1
stade-lavallois,lens,2016,2,1
havre-ac,valenciennes-afc,2016,1,1
nimes-olympique,bourg-peronnas,2016,5,3
nancy,red-star,2016,2,2
tours-fc,sochaux,2016,0,1
clermont-foot,metz,2016,1,2
bourg-peronnas,nancy,2016,0,0
creteil-lusitanos,evian-thonon-gaillard,2016,3,3
lens,clermont-foot,2016,1,1
metz,ajaccio,2016,3,3
chamois-niortais,paris-sg,2016,4,4
sochaux,havre-ac,2016,2,2
tours-fc,stade-lavallois,2016,1,3
valenciennes-afc,stade-brestois-29,2016,3,3
dijon-fco,nimes-olympique,2016,2,1
red-star,auxerre,2016,2,2
ajaccio,chamois-niortais,2016,3,1
auxerre,bourg-peronnas,2016,2,1
stade-brestois-29,dijon-fco,2016,1,3
evian-thonon-gaillard,sochaux,2016,1,2
stade-lavallois,valenciennes-afc,2016,1,1
havre-ac,tours-fc,2016,3,1
nimes-olympique,creteil-lusitanos,2016,1,2
paris-sg,metz,2016,2,1
nancy,lens,2016,4,3
clermont-foot,red-star,2016,3,1
bourg-peronnas,ajaccio,2016,1,3
creteil-lusitanos,clermont-foot,2016,3,1
havre-ac,stade-lavallois,2016,1,2
lens,auxerre,2016,1,2
metz,chamois-niortais,2016,0,1
sochaux,nimes-olympique,2016,2,2
tours-fc,stade-brestois-29,2016,2,1
valenciennes-afc,evian-thonon-gaillard,2016,2,1
dijon-fco,nancy,2016,3,4
red-star,paris-sg,2016,1,1
ajaccio,red-star,2016,1,2
auxerre,metz,2016,3,3
stade-brestois-29,havre-ac,2016,1,2
evian-thonon-gaillard,tours-fc,2016,0,2
stade-lavallois,sochaux,2016,1,3
nimes-olympique,valenciennes-afc,2016,2,4
chamois-niortais,lens,2016,3,1
paris-sg,bourg-peronnas,2016,3,3
clermont-foot,dijon-fco,2016,1,2
nancy,creteil-lusitanos,2016,0,0
bourg-peronnas,metz,2016,3,2
creteil-lusitanos,auxerre,2016,1,1
stade-lavallois,evian-thonon-gaillard,2016,1,3
lens,ajaccio,2016,0,2
red-star,chamois-niortais,2016,1,1
sochaux,stade-brestois-29,2016,0,0
tours-fc,nimes-olympique,2016,2,4
valenciennes-afc,clermont-foot,2016,2,0
havre-ac,nancy,2016,2,3
dijon-fco,paris-sg,2016,1,3
ajaccio,valenciennes-afc,2016,8,3
stade-brestois-29,stade-lavallois,2016,1,0
clermont-foot,tours-fc,2016,2,2
evian-thonon-gaillard,havre-ac,2016,5,3
metz,red-star,2016,1,2
nimes-olympique,lens,2016,1,3
chamois-niortais,bourg-peronnas,2016,1,2
paris-sg,creteil-lusitanos,2016,2,2
auxerre,dijon-fco,2016,1,3
nancy,sochaux,2016,2,4
stade-brestois-29,evian-thonon-gaillard,2016,1,1
creteil-lusitanos,ajaccio,2016,3,5
stade-lavallois,clermont-foot,2016,2,2
havre-ac,nimes-olympique,2016,1,2
lens,paris-sg,2016,1,2
red-star,bourg-peronnas,2016,2,3
sochaux,auxerre,2016,1,0
tours-fc,chamois-niortais,2016,1,3
dijon-fco,metz,2016,1,0
valenciennes-afc,nancy,2016,1,4
ajaccio,sochaux,2016,0,1
auxerre,havre-ac,2016,0,2
bourg-peronnas,lens,2016,2,3
clermont-foot,stade-brestois-29,2016,2,1
metz,tours-fc,2016,2,1
nancy,evian-thonon-gaillard,2016,0,0
nimes-olympique,stade-lavallois,2016,1,1
chamois-niortais,creteil-lusitanos,2016,2,6
paris-sg,valenciennes-afc,2016,2,0
red-star,dijon-fco,2016,1,2
stade-brestois-29,auxerre,2016,0,2
creteil-lusitanos,red-star,2016,1,1
dijon-fco,ajaccio,2016,0,0
evian-thonon-gaillard,nimes-olympique,2016,2,3
stade-lavallois,paris-sg,2016,0,0
havre-ac,bourg-peronnas,2016,1,7
lens,metz,2016,2,1
sochaux,clermont-foot,2016,0,2
tours-fc,nancy,2016,1,0
valenciennes-afc,chamois-niortais,2016,1,0
bourg-peronnas,strasbourg,2017,1,0
gazelec-ajaccio,stade-brestois-29,2017,4,1
nimes-olympique,stade-lavallois,2017,5,7
chamois-niortais,lens,2017,1,0
orleans,havre-ac,2017,1,1
tours-fc,ajaccio,2017,3,3
troyes,sochaux,2017,2,2
valenciennes-afc,clermont-foot,2017,1,2
red-star,auxerre,2017,1,2
amiens-sc,stade-reims,2017,3,2
ajaccio,troyes,2017,2,1
auxerre,gazelec-ajaccio,2017,3,3
stade-brestois-29,orleans,2017,1,3
clermont-foot,red-star,2017,0,1
stade-lavallois,chamois-niortais,2017,1,3
havre-ac,nimes-olympique,2017,1,2
lens,tours-fc,2017,2,2
stade-reims,bourg-peronnas,2017,4,1
sochaux,valenciennes-afc,2017,2,2
strasbourg,amiens-sc,2017,2,3
amiens-sc,chamois-niortais,2017,3,2
bourg-peronnas,auxerre,2017,3,2
clermont-foot,sochaux,2017,3,0
gazelec-ajaccio,havre-ac,2017,1,3
orleans,ajaccio,2017,2,0
red-star,stade-brestois-29,2017,2,3
tours-fc,strasbourg,2017,1,1
troyes,stade-lavallois,2017,2,4
valenciennes-afc,stade-reims,2017,3,3
nimes-olympique,lens,2017,2,2
ajaccio,bourg-peronnas,2017,0,1
auxerre,clermont-foot,2017,4,2
stade-brestois-29,valenciennes-afc,2017,0,3
stade-lavallois,gazelec-ajaccio,2017,2,1
havre-ac,troyes,2017,3,2
chamois-niortais,tours-fc,2017,0,3
sochaux,orleans,2017,2,2
strasbourg,nimes-olympique,2017,3,5
lens,amiens-sc,2017,1,3
stade-reims,red-star,2017,1,4
bourg-peronnas,chamois-niortais,2017,2,4
clermont-foot,ajaccio,2017,1,5
gazelec-ajaccio,strasbourg,2017,2,5
nimes-olympique,amiens-sc,2017,4,2
orleans,auxerre,2017,0,1
tours-fc,stade-reims,2017,2,2
troyes,lens,2017,3,2
valenciennes-afc,stade-lavallois,2017,3,1
red-star,havre-ac,2017,1,1
sochaux,stade-brestois-29,2017,1,2
ajaccio,red-star,2017,4,0
amiens-sc,tours-fc,2017,0,3
auxerre,sochaux,2017,1,4
stade-brestois-29,clermont-foot,2017,1,1
stade-lavallois,orleans,2017,0,2
lens,bourg-peronnas,2017,3,1
chamois-niortais,nimes-olympique,2017,3,4
stade-reims,gazelec-ajaccio,2017,2,3
havre-ac,valenciennes-afc,2017,3,1
strasbourg,troyes,2017,1,2
bourg-peronnas,havre-ac,2017,0,0
clermont-foot,lens,2017,2,2
orleans,strasbourg,2017,3,1
red-star,stade-lavallois,2017,1,2
sochaux,stade-reims,2017,2,0
tours-fc,nimes-olympique,2017,3,2
troyes,chamois-niortais,2017,1,1
valenciennes-afc,ajaccio,2017,2,4
stade-brestois-29,auxerre,2017,2,4
gazelec-ajaccio,amiens-sc,2017,3,5
strasbourg,red-star,2017,0,0
ajaccio,auxerre,2017,2,1
amiens-sc,valenciennes-afc,2017,1,2
stade-lavallois,sochaux,2017,1,1
havre-ac,stade-brestois-29,2017,3,0
lens,orleans,2017,2,2
nimes-olympique,troyes,2017,2,3
chamois-niortais,gazelec-ajaccio,2017,2,2
stade-reims,clermont-foot,2017,2,2
tours-fc,bourg-peronnas,2017,0,1
auxerre,havre-ac,2017,1,2
bourg-peronnas,stade-lavallois,2017,3,3
clermont-foot,strasbourg,2017,0,0
gazelec-ajaccio,nimes-olympique,2017,1,3
orleans,amiens-sc,2017,5,2
red-star,chamois-niortais,2017,1,2
troyes,tours-fc,2017,1,3
sochaux,ajaccio,2017,1,2
valenciennes-afc,lens,2017,1,2
stade-brestois-29,stade-reims,2017,1,2
ajaccio,stade-brestois-29,2017,4,3
amiens-sc,troyes,2017,1,2
stade-lavallois,clermont-foot,2017,1,8
lens,red-star,2017,0,2
nimes-olympique,bourg-peronnas,2017,2,2
chamois-niortais,orleans,2017,2,3
stade-reims,auxerre,2017,4,1
tours-fc,gazelec-ajaccio,2017,4,1
strasbourg,valenciennes-afc,2017,4,3
havre-ac,sochaux,2017,0,4
ajaccio,stade-reims,2017,3,0
auxerre,stade-lavallois,2017,1,1
bourg-peronnas,amiens-sc,2017,1,2
clermont-foot,havre-ac,2017,2,1
orleans,tours-fc,2017,2,1
red-star,nimes-olympique,2017,0,1
troyes,gazelec-ajaccio,2017,2,2
valenciennes-afc,chamois-niortais,2017,2,5
stade-brestois-29,strasbourg,2017,0,4
sochaux,lens,2017,2,1
gazelec-ajaccio,orleans,2017,2,2
stade-lavallois,stade-brestois-29,2017,1,2
havre-ac,ajaccio,2017,2,5
nimes-olympique,sochaux,2017,4,1
chamois-niortais,clermont-foot,2017,3,3
strasbourg,auxerre,2017,2,4
tours-fc,valenciennes-afc,2017,4,3
troyes,bourg-peronnas,2017,1,1
lens,stade-reims,2017,1,3
amiens-sc,red-star,2017,2,2
ajaccio,stade-lavallois,2017,5,0
bourg-peronnas,gazelec-ajaccio,2017,0,0
orleans,troyes,2017,2,2
red-star,tours-fc,2017,1,0
stade-reims,havre-ac,2017,0,0
valenciennes-afc,nimes-olympique,2017,2,2
auxerre,chamois-niortais,2017,2,1
clermont-foot,amiens-sc,2017,1,1
sochaux,strasbourg,2017,1,1
stade-brestois-29,lens,2017,2,3
amiens-sc,auxerre,2017,1,3
bourg-peronnas,orleans,2017,2,4
gazelec-ajaccio,red-star,2017,2,1
stade-lavallois,havre-ac,2017,1,2
nimes-olympique,clermont-foot,2017,3,3
chamois-niortais,sochaux,2017,6,4
tours-fc,stade-brestois-29,2017,1,2
troyes,valenciennes-afc,2017,2,1
strasbourg,stade-reims,2017,4,3
lens,ajaccio,2017,0,2
ajaccio,strasbourg,2017,0,2
auxerre,lens,2017,2,3
clermont-foot,gazelec-ajaccio,2017,5,3
orleans,nimes-olympique,2017,2,1
red-star,troyes,2017,1,1
stade-reims,stade-lavallois,2017,2,1
sochaux,tours-fc,2017,2,4
valenciennes-afc,bourg-peronnas,2017,0,0
havre-ac,amiens-sc,2017,3,1
stade-brestois-29,chamois-niortais,2017,1,4
bourg-peronnas,red-star,2017,1,2
gazelec-ajaccio,sochaux,2017,1,2
lens,havre-ac,2017,1,3
nimes-olympique,stade-reims,2017,2,2
chamois-niortais,ajaccio,2017,0,2
orleans,valenciennes-afc,2017,2,1
strasbourg,stade-lavallois,2017,1,3
troyes,clermont-foot,2017,3,2
tours-fc,auxerre,2017,1,3
amiens-sc,stade-brestois-29,2017,0,0
stade-reims,chamois-niortais,2017,3,4
ajaccio,amiens-sc,2017,3,1
auxerre,nimes-olympique,2017,3,4
stade-brestois-29,troyes,2017,2,3
clermont-foot,tours-fc,2017,0,3
stade-lavallois,lens,2017,0,2
havre-ac,strasbourg,2017,2,3
red-star,orleans,2017,1,1
sochaux,bourg-peronnas,2017,2,3
valenciennes-afc,gazelec-ajaccio,2017,4,3
amiens-sc,sochaux,2017,3,1
bourg-peronnas,clermont-foot,2017,2,2
gazelec-ajaccio,ajaccio,2017,0,3
nimes-olympique,stade-brestois-29,2017,2,2
chamois-niortais,havre-ac,2017,1,2
red-star,valenciennes-afc,2017,1,1
tours-fc,stade-lavallois,2017,2,0
troyes,auxerre,2017,2,2
strasbourg,lens,2017,3,2
orleans,stade-reims,2017,2,3
ajaccio,nimes-olympique,2017,2,1
auxerre,valenciennes-afc,2017,1,0
stade-brestois-29,bourg-peronnas,2017,0,0
clermont-foot,orleans,2017,2,0
stade-lavallois,amiens-sc,2017,4,3
havre-ac,tours-fc,2017,4,1
sochaux,red-star,2017,2,2
strasbourg,chamois-niortais,2017,1,5
lens,gazelec-ajaccio,2017,1,2
stade-reims,troyes,2017,1,2
bourg-peronnas,stade-reims,2017,0,2
gazelec-ajaccio,auxerre,2017,0,1
nimes-olympique,havre-ac,2017,2,2
chamois-niortais,stade-lavallois,2017,2,1
orleans,stade-brestois-29,2017,2,2
red-star,clermont-foot,2017,2,1
tours-fc,lens,2017,2,2
troyes,ajaccio,2017,0,2
amiens-sc,strasbourg,2017,3,3
valenciennes-afc,sochaux,2017,1,1
ajaccio,orleans,2017,1,2
auxerre,bourg-peronnas,2017,2,2
stade-lavallois,troyes,2017,1,2
havre-ac,gazelec-ajaccio,2017,2,2
chamois-niortais,amiens-sc,2017,2,2
stade-reims,valenciennes-afc,2017,1,2
sochaux,clermont-foot,2017,1,1
lens,nimes-olympique,2017,2,2
stade-brestois-29,red-star,2017,0,2
strasbourg,tours-fc,2017,1,2
bourg-peronnas,ajaccio,2017,1,0
clermont-foot,auxerre,2017,1,5
gazelec-ajaccio,stade-lavallois,2017,1,3
nimes-olympique,strasbourg,2017,4,3
orleans,sochaux,2017,1,1
tours-fc,chamois-niortais,2017,6,2
troyes,havre-ac,2017,8,2
valenciennes-afc,stade-brestois-29,2017,1,2
amiens-sc,lens,2017,1,1
red-star,stade-reims,2017,2,2
ajaccio,clermont-foot,2017,0,0
amiens-sc,nimes-olympique,2017,1,1
stade-lavallois,valenciennes-afc,2017,3,3
havre-ac,red-star,2017,0,2
lens,troyes,2017,1,1
chamois-niortais,bourg-peronnas,2017,2,5
stade-reims,tours-fc,2017,1,1
strasbourg,gazelec-ajaccio,2017,1,2
auxerre,orleans,2017,4,1
stade-brestois-29,sochaux,2017,1,1
red-star,ajaccio,2017,1,2
valenciennes-afc,havre-ac,2017,1,2
bourg-peronnas,lens,2017,1,1
clermont-foot,stade-brestois-29,2017,1,1
gazelec-ajaccio,stade-reims,2017,2,5
nimes-olympique,chamois-niortais,2017,2,1
orleans,stade-lavallois,2017,0,2
sochaux,auxerre,2017,0,2
tours-fc,amiens-sc,2017,2,0
troyes,strasbourg,2017,1,4
ajaccio,valenciennes-afc,2017,0,2
amiens-sc,gazelec-ajaccio,2017,2,3
auxerre,stade-brestois-29,2017,2,1
stade-lavallois,red-star,2017,0,2
havre-ac,bourg-peronnas,2017,0,3
nimes-olympique,tours-fc,2017,6,3
chamois-niortais,troyes,2017,3,4
stade-reims,sochaux,2017,3,1
strasbourg,orleans,2017,5,1
lens,clermont-foot,2017,2,2
auxerre,ajaccio,2017,1,3
bourg-peronnas,tours-fc,2017,1,1
clermont-foot,stade-reims,2017,2,3
gazelec-ajaccio,chamois-niortais,2017,2,2
red-star,strasbourg,2017,2,1
sochaux,stade-lavallois,2017,2,2
troyes,nimes-olympique,2017,1,0
valenciennes-afc,amiens-sc,2017,2,2
stade-brestois-29,havre-ac,2017,2,2
orleans,lens,2017,3,3
ajaccio,sochaux,2017,3,2
amiens-sc,orleans,2017,0,2
stade-lavallois,bourg-peronnas,2017,2,3
havre-ac,auxerre,2017,2,1
nimes-olympique,gazelec-ajaccio,2017,3,1
chamois-niortais,red-star,2017,4,4
strasbourg,clermont-foot,2017,0,5
tours-fc,troyes,2017,1,1
lens,valenciennes-afc,2017,4,1
stade-reims,stade-brestois-29,2017,1,3
auxerre,stade-reims,2017,1,3
bourg-peronnas,nimes-olympique,2017,1,1
stade-brestois-29,ajaccio,2017,2,2
clermont-foot,stade-lavallois,2017,2,5
gazelec-ajaccio,tours-fc,2017,1,3
red-star,lens,2017,3,1
sochaux,havre-ac,2017,1,1
orleans,chamois-niortais,2017,2,2
troyes,amiens-sc,2017,1,1
valenciennes-afc,strasbourg,2017,3,4
amiens-sc,bourg-peronnas,2017,2,3
gazelec-ajaccio,troyes,2017,1,1
stade-lavallois,auxerre,2017,0,1
havre-ac,clermont-foot,2017,3,1
nimes-olympique,red-star,2017,2,3
chamois-niortais,valenciennes-afc,2017,1,5
stade-reims,ajaccio,2017,0,2
tours-fc,orleans,2017,1,1
strasbourg,stade-brestois-29,2017,1,2
lens,sochaux,2017,2,0
ajaccio,havre-ac,2017,2,1
bourg-peronnas,troyes,2017,4,5
stade-brestois-29,stade-lavallois,2017,1,0
clermont-foot,chamois-niortais,2017,0,2
orleans,gazelec-ajaccio,2017,1,0
red-star,amiens-sc,2017,1,0
sochaux,nimes-olympique,2017,3,6
valenciennes-afc,tours-fc,2017,2,1
stade-reims,lens,2017,1,3
auxerre,strasbourg,2017,0,2
amiens-sc,clermont-foot,2017,5,3
gazelec-ajaccio,bourg-peronnas,2017,0,0
stade-lavallois,ajaccio,2017,1,3
havre-ac,stade-reims,2017,2,2
nimes-olympique,valenciennes-afc,2017,1,3
chamois-niortais,auxerre,2017,2,1
tours-fc,red-star,2017,3,4
troyes,orleans,2017,1,2
lens,stade-brestois-29,2017,3,3
strasbourg,sochaux,2017,2,2
auxerre,amiens-sc,2017,2,2
stade-brestois-29,tours-fc,2017,2,4
clermont-foot,nimes-olympique,2017,2,2
havre-ac,stade-lavallois,2017,3,2
orleans,bourg-peronnas,2017,2,1
sochaux,chamois-niortais,2017,3,1
valenciennes-afc,troyes,2017,2,3
red-star,gazelec-ajaccio,2017,0,0
stade-reims,strasbourg,2017,1,0
ajaccio,lens,2017,1,0
amiens-sc,havre-ac,2017,1,1
bourg-peronnas,valenciennes-afc,2017,3,3
gazelec-ajaccio,clermont-foot,2017,2,2
stade-lavallois,stade-reims,2017,2,2
nimes-olympique,orleans,2017,0,4
chamois-niortais,stade-brestois-29,2017,2,1
tours-fc,sochaux,2017,1,1
troyes,red-star,2017,3,3
lens,auxerre,2017,0,1
strasbourg,ajaccio,2017,0,0
ajaccio,chamois-niortais,2017,1,2
auxerre,tours-fc,2017,1,3
clermont-foot,troyes,2017,2,1
stade-lavallois,strasbourg,2017,4,1
red-star,bourg-peronnas,2017,1,1
stade-reims,nimes-olympique,2017,4,5
sochaux,gazelec-ajaccio,2017,0,1
valenciennes-afc,orleans,2017,1,1
